Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,Location
842-29-4695,C,Member,Male,Sports and travel,17.14,7,5.999,125.979,2019-01-16,12:07,Credit card,7.9,Naypyitaw
725-67-2480,B,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,18:14,Credit card,5.9,Mandalay
641-51-2661,C,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,14:45,Credit card,9.9,Naypyitaw
714-02-3114,C,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,11:39,Cash,7.7,Naypyitaw
518-17-2983,A,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,15:44,Ewallet,7.6,Yangon
779-42-2410,B,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,13:06,Ewallet,7.7,Mandalay
190-14-3147,B,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,20:43,Ewallet,6.4,Mandalay
408-66-6712,C,Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16,14:19,Ewallet,4.4,Naypyitaw
679-22-6530,B,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,10:01,Credit card,4.1,Mandalay
588-47-8641,A,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,19:30,Ewallet,4.4,Yangon
642-61-4706,B,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,16:34,Cash,5.5,Mandalay
576-31-4774,B,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,13:10,Ewallet,4.0,Mandalay
556-41-6224,C,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2019-02-15,17:10,Credit card,9.3,Naypyitaw
811-03-8790,A,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22,Credit card,4.8,Yangon
242-11-3142,B,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,19:57,Cash,4.6,Mandalay
752-23-3760,B,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,19:29,Credit card,7.3,Mandalay
274-05-5470,A,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,18:30,Cash,6.0,Yangon
648-94-3045,C,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,14:27,Ewallet,8.1,Naypyitaw
130-67-4723,A,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,13:57,Ewallet,9.4,Yangon
528-87-5606,B,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,19:43,Cash,6.5,Mandalay
320-85-2052,B,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14,10:11,Credit card,7.0,Mandalay
370-96-0655,C,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,13:46,Ewallet,7.1,Naypyitaw
105-10-6182,A,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2019-02-27,12:22,Ewallet,6.6,Yangon
510-79-0415,B,Member,Female,Sports and travel,23.08,6,6.924,145.404,2019-01-24,19:20,Ewallet,4.9,Mandalay
241-96-5076,B,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,12:58,Credit card,6.4,Mandalay
767-97-4650,B,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,11:59,Credit card,8.0,Mandalay
648-83-1321,A,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,17:59,Cash,4.3,Yangon
173-57-2300,C,Member,Male,Sports and travel,72.88,2,7.288,153.048,2019-03-13,12:51,Cash,6.1,Naypyitaw
305-03-2383,A,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,10:36,Cash,7.5,Yangon
394-55-6384,C,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25,13:38,Cash,6.7,Naypyitaw
266-20-6657,C,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,19:39,Ewallet,5.2,Naypyitaw
689-05-1884,A,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,12:44,Cash,8.8,Yangon
196-01-2849,C,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,13:56,Cash,9.5,Naypyitaw
372-62-5264,C,Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16,14:42,Cash,7.6,Naypyitaw
800-09-8606,A,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,19:45,Cash,6.6,Yangon
182-52-7000,A,Member,Female,Sports and travel,27.04,4,5.408,113.568,2019-01-01,20:26,Ewallet,6.9,Yangon
826-58-8051,B,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,19:46,Ewallet,4.3,Mandalay
868-06-0466,A,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2019-02-19,19:38,Credit card,7.8,Yangon
751-41-9720,C,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,16:18,Ewallet,8.0,Naypyitaw
626-43-7888,C,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,12:23,Ewallet,9.6,Naypyitaw
176-64-7711,B,Normal,Male,Food and beverages,32.32,3,4.848,101.808,2019-03-27,19:11,Credit card,4.3,Mandalay
191-29-0321,B,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,18:57,Credit card,5.0,Mandalay
729-06-2010,B,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,11:18,Cash,9.2,Mandalay
640-48-5028,B,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,12:40,Cash,6.3,Mandalay
186-79-9562,B,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,14:06,Cash,8.9,Mandalay
834-45-5519,B,Normal,Female,Electronic accessories,43,4,8.6,180.6,2019-01-31,20:48,Ewallet,7.6,Mandalay
162-65-8559,C,Member,Male,Food and beverages,68.98,1,3.449,72.429,2019-01-21,20:13,Cash,4.8,Naypyitaw
760-27-5490,C,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,2019-01-20,20:37,Ewallet,9.1,Naypyitaw
445-30-9252,A,Normal,Male,Sports and travel,25.7,3,3.855,80.955,2019-01-17,17:59,Ewallet,6.1,Yangon
786-94-2700,A,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,20:18,Cash,9.1,Yangon
728-88-7867,C,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,2019-03-19,15:52,Ewallet,8.3,Naypyitaw
183-21-3799,C,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,15:14,Ewallet,7.2,Naypyitaw
268-20-3585,C,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,12:50,Ewallet,6.0,Naypyitaw
735-32-9839,C,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,10:36,Ewallet,8.5,Naypyitaw
258-92-7466,A,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33,Credit card,6.6,Yangon
857-16-3520,A,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,16:06,Ewallet,4.5,Yangon
482-17-1179,A,Member,Male,Electronic accessories,11.94,3,1.791,37.611,2019-01-19,12:47,Credit card,8.1,Yangon
788-21-5741,A,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,13:34,Credit card,7.2,Yangon
821-14-9046,B,Member,Female,Fashion accessories,17.48,6,5.244,110.124,2019-01-18,15:04,Credit card,6.1,Mandalay
418-05-0656,B,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,20:42,Cash,7.1,Mandalay
678-79-0726,C,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,2019-01-18,15:28,Cash,5.1,Naypyitaw
776-68-1096,B,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,2019-03-18,13:45,Credit card,7.9,Mandalay
592-46-1692,C,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,2019-01-11,20:10,Cash,7.4,Naypyitaw
434-35-9162,B,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,18:53,Ewallet,7.4,Mandalay
149-14-0304,C,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,14:24,Cash,6.6,Naypyitaw
442-44-6497,C,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,2019-01-08,11:42,Credit card,5.9,Naypyitaw
174-64-0215,B,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,17:49,Credit card,8.9,Mandalay
210-74-9613,C,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,2019-03-16,15:33,Ewallet,6.8,Naypyitaw
299-29-0180,B,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,2019-03-09,10:54,Cash,9.3,Mandalay
247-11-2470,A,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,16:23,Credit card,4.4,Yangon
635-28-5728,A,Normal,Male,Health and beauty,56,3,8.4,176.4,2019-02-28,19:33,Ewallet,4.8,Yangon
756-49-0168,A,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,11:39,Ewallet,9.5,Yangon
438-23-1242,B,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,10:38,Ewallet,8.9,Mandalay
238-45-6950,B,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,20:03,Ewallet,6.4,Mandalay
607-65-2441,C,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,12:39,Credit card,6.0,Naypyitaw
386-27-7606,C,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,15:59,Credit card,8.1,Naypyitaw
137-63-5492,C,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,14:26,Ewallet,9.0,Naypyitaw
197-77-7132,B,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,18:22,Ewallet,6.0,Mandalay
805-86-0265,A,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,11:32,Cash,9.8,Yangon
733-29-1227,C,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,2019-03-23,12:41,Cash,8.5,Naypyitaw
451-73-2711,C,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,2019-01-14,15:20,Ewallet,8.8,Naypyitaw
373-14-0504,A,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,14:33,Ewallet,8.8,Yangon
546-80-2899,A,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2019-02-20,15:29,Ewallet,9.5,Yangon
345-68-9016,C,Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02,16:19,Credit card,5.6,Naypyitaw
390-17-5806,C,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,16:33,Cash,8.6,Naypyitaw
457-13-1708,B,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,19:07,Credit card,5.2,Mandalay
664-14-2882,C,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2019-01-30,14:43,Credit card,5.8,Naypyitaw
487-79-6868,B,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,2019-03-26,19:28,Credit card,8.0,Mandalay
314-23-4520,C,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15,20:44,Cash,9.0,Naypyitaw
210-30-7976,B,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-14,11:16,Ewallet,4.1,Mandalay
585-86-8361,A,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31,Credit card,8.6,Yangon
807-14-7833,A,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30,Ewallet,7.0,Yangon
775-72-1988,B,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,15:05,Ewallet,8.4,Mandalay
288-38-3758,C,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25,18:30,Ewallet,7.4,Naypyitaw
652-43-6591,A,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,13:18,Credit card,6.2,Yangon
785-96-0615,B,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,15:28,Ewallet,4.9,Mandalay
406-46-7107,A,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,11:52,Cash,4.5,Yangon
250-17-5703,A,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,18:24,Ewallet,5.6,Yangon
156-95-3964,A,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,15:19,Ewallet,8.0,Yangon
842-40-8179,B,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38,Credit card,5.6,Mandalay
525-09-8450,B,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,15:12,Credit card,4.2,Mandalay
410-67-1709,A,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,17:48,Ewallet,9.9,Yangon
587-73-4862,A,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,2019-03-26,11:07,Ewallet,7.6,Yangon
787-87-2010,A,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,15:48,Credit card,6.6,Yangon
593-14-4239,B,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,19:40,Ewallet,4.7,Mandalay
801-88-0346,C,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,20:30,Credit card,9.8,Naypyitaw
388-76-2555,B,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2019-02-13,13:59,Cash,6.3,Mandalay
711-31-1234,B,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,2019-03-16,18:51,Cash,7.9,Mandalay
886-54-6089,A,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,2019-01-15,17:24,Cash,7.7,Yangon
707-32-7409,B,Member,Female,Sports and travel,95.54,4,19.108,401.268,2019-02-26,11:58,Ewallet,4.5,Mandalay
759-98-4285,C,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,19:01,Credit card,8.0,Naypyitaw
201-63-8275,C,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,16:50,Ewallet,5.7,Naypyitaw
471-06-8611,C,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,10:22,Credit card,6.3,Naypyitaw
200-16-5952,C,Member,Male,Food and beverages,65.65,2,6.565,137.865,2019-01-17,16:46,Cash,6.0,Naypyitaw
120-54-2248,B,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2019-01-22,18:08,Credit card,8.0,Mandalay
102-77-2261,C,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,18:02,Credit card,4.2,Naypyitaw
875-31-8302,B,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,13:07,Cash,9.6,Mandalay
102-06-2002,C,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,2019-03-20,17:52,Cash,6.1,Naypyitaw
457-94-0464,B,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,20:32,Ewallet,5.6,Mandalay
629-42-4133,C,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,19:24,Cash,8.3,Naypyitaw
534-53-3526,A,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,16:06,Ewallet,7.8,Yangon
307-04-2070,A,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,14:14,Credit card,4.1,Yangon
468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,2019-03-03,17:36,Cash,8.8,Naypyitaw
516-77-6464,C,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,13:08,Ewallet,4.1,Naypyitaw
404-91-5964,A,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,16:09,Credit card,9.0,Yangon
886-77-9084,C,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,11:33,Ewallet,5.5,Naypyitaw
790-38-4466,C,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,2019-01-23,10:18,Credit card,9.3,Naypyitaw
704-10-4056,C,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,2019-01-14,10:55,Credit card,5.6,Naypyitaw
497-37-6538,A,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,2019-01-17,15:15,Ewallet,9.7,Yangon
651-96-5970,A,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,2019-03-03,20:06,Credit card,4.0,Yangon
400-80-4065,C,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,20:21,Credit card,9.2,Naypyitaw
744-16-7898,B,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,2019-01-15,13:48,Credit card,4.9,Mandalay
263-12-5321,A,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,12:52,Credit card,9.3,Yangon
702-72-0487,A,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2019-02-26,12:28,Credit card,6.6,Yangon
605-83-1050,B,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,2019-03-15,16:26,Ewallet,4.3,Mandalay
443-60-9639,C,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,2019-01-24,13:24,Cash,5.5,Naypyitaw
864-24-7918,A,Member,Female,Sports and travel,24.49,10,12.245,257.145,2019-02-22,15:15,Cash,8.1,Yangon
359-94-5395,B,Normal,Male,Health and beauty,92.78,1,4.639,97.419,2019-03-15,10:50,Credit card,9.8,Mandalay
401-09-4232,C,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,18:38,Ewallet,9.4,Naypyitaw
751-15-6198,B,Normal,Male,Sports and travel,23.01,6,6.903,144.963,2019-01-12,16:45,Ewallet,7.9,Mandalay
324-41-6833,C,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,19:30,Ewallet,5.1,Naypyitaw
474-33-8305,C,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,13:23,Ewallet,6.9,Naypyitaw
759-29-9521,A,Member,Female,Fashion accessories,48.96,9,22.032,462.672,2019-03-04,11:27,Cash,8.0,Yangon
831-81-6575,B,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,11:12,Cash,8.0,Mandalay
220-68-6701,A,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,2019-03-17,16:36,Cash,4.2,Yangon
618-34-8551,A,Normal,Female,Sports and travel,93.18,2,9.318,195.678,2019-01-16,18:41,Credit card,8.5,Yangon
257-60-7754,A,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,2019-01-08,17:12,Cash,9.0,Yangon
559-61-5987,B,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,2019-01-14,10:38,Cash,8.6,Mandalay
189-55-2313,C,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,10:33,Ewallet,6.0,Naypyitaw
565-91-4567,B,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,14:38,Ewallet,6.2,Mandalay
380-60-5336,A,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06,Credit card,5.0,Yangon
815-04-6282,C,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,12:52,Credit card,6.5,Naypyitaw
674-56-6360,A,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,2019-03-22,14:00,Cash,6.0,Yangon
778-34-2523,A,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2019-01-24,10:57,Cash,5.0,Yangon
499-27-7781,B,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,16:45,Ewallet,5.0,Mandalay
477-59-2456,C,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,11:15,Cash,9.2,Naypyitaw
832-51-6761,A,Normal,Male,Food and beverages,33.88,8,13.552,284.592,2019-01-19,20:29,Ewallet,9.6,Yangon
869-11-3082,B,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,20:03,Credit card,8.4,Mandalay
190-59-3964,B,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35,Credit card,6.0,Mandalay
366-43-6862,B,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,2019-03-25,16:32,Ewallet,6.7,Mandalay
186-43-8965,A,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2019-02-24,10:10,Credit card,4.1,Yangon
784-21-9238,C,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,14:15,Cash,5.9,Naypyitaw
276-75-6884,A,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,10:05,Cash,8.7,Yangon
109-86-4363,B,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,11:36,Credit card,4.5,Mandalay
569-76-2760,A,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,18:15,Credit card,6.6,Yangon
222-42-0244,B,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,13:53,Credit card,7.7,Mandalay
760-53-9233,A,Member,Male,Fashion accessories,41.28,3,6.192,130.032,2019-03-26,18:37,Credit card,8.5,Yangon
538-22-0304,C,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,18:27,Cash,5.2,Naypyitaw
416-17-9926,A,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42,Credit card,4.3,Yangon
636-17-0325,B,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,18:37,Cash,9.5,Mandalay
343-75-9322,B,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34,Cash,4.1,Mandalay
528-14-9470,A,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,14:42,Ewallet,9.2,Yangon
427-45-9297,B,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,11:01,Ewallet,5.4,Mandalay
807-34-3742,A,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,2019-03-26,19:44,Cash,5.8,Yangon
288-62-1085,A,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,13:34,Ewallet,5.6,Yangon
670-71-7306,B,Normal,Male,Sports and travel,44.63,6,13.389,281.169,2019-01-02,20:08,Credit card,5.1,Mandalay
660-29-7083,C,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,2019-01-15,15:01,Cash,5.8,Naypyitaw
271-77-8740,C,Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01,11:40,Ewallet,5.0,Naypyitaw
497-36-0989,A,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,15:21,Cash,7.9,Yangon
291-59-1384,B,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,17:38,Cash,6.0,Mandalay
860-73-6466,A,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,16:16,Credit card,5.0,Yangon
549-23-9016,C,Member,Female,Food and beverages,14.87,2,1.487,31.227,2019-02-13,18:15,Credit card,8.9,Naypyitaw
896-34-0956,A,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2019-01-26,12:43,Cash,5.9,Yangon
804-38-3935,A,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,11:32,Credit card,5.9,Yangon
585-90-0249,A,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2019-01-27,18:08,Ewallet,9.7,Yangon
862-29-5914,C,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2019-01-30,17:08,Credit card,8.6,Naypyitaw
845-94-6841,C,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,19:38,Cash,4.0,Naypyitaw
125-45-2293,A,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,13:11,Cash,4.2,Yangon
843-73-4724,A,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2019-01-25,11:05,Cash,9.2,Yangon
409-33-9708,A,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2019-02-19,10:12,Ewallet,9.2,Yangon
658-66-3967,C,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,2019-01-14,15:42,Ewallet,5.0,Naypyitaw
866-70-2814,B,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,11:58,Ewallet,10.0,Mandalay
160-22-2687,A,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,14:21,Ewallet,8.8,Yangon
895-03-6665,B,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,10:52,Cash,4.2,Mandalay
770-42-8960,B,Normal,Male,Food and beverages,21.12,8,8.448,177.408,2019-01-01,19:31,Cash,6.3,Mandalay
748-45-2862,A,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,2019-03-07,18:35,Cash,8.2,Yangon
234-36-2483,B,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,13:51,Cash,5.1,Mandalay
316-66-3011,A,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23,12:35,Cash,5.0,Yangon
848-95-6252,C,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2019-02-20,13:24,Ewallet,7.0,Naypyitaw
840-76-5966,A,Member,Male,Sports and travel,12.76,2,1.276,26.796,2019-01-08,18:06,Ewallet,7.8,Yangon
152-03-4217,B,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,2019-03-17,11:55,Credit card,4.3,Mandalay
533-66-5566,B,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,2019-01-12,11:42,Cash,7.0,Mandalay
124-31-1458,A,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,2019-01-08,14:30,Cash,6.6,Yangon
176-78-1170,C,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2019-01-26,15:11,Ewallet,7.3,Naypyitaw
361-59-0574,B,Member,Male,Sports and travel,90.53,8,36.212,760.452,2019-03-15,14:48,Credit card,6.5,Mandalay
101-81-4070,C,Member,Female,Health and beauty,62.82,2,6.282,131.922,2019-01-17,12:36,Ewallet,4.9,Naypyitaw
631-34-1880,C,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,2019-01-08,19:09,Credit card,4.3,Naypyitaw
852-82-2749,A,Normal,Male,Sports and travel,64.59,4,12.918,271.278,2019-01-06,13:35,Ewallet,9.3,Yangon
873-14-6353,A,Member,Male,Food and beverages,24.82,7,8.687,182.427,2019-02-16,10:33,Credit card,7.1,Yangon
584-66-4073,C,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,2019-03-13,15:45,Ewallet,9.6,Naypyitaw
544-55-9589,B,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2019-01-28,11:51,Cash,6.2,Mandalay
166-19-2553,A,Member,Male,Sports and travel,89.06,6,26.718,561.078,2019-01-18,17:26,Cash,9.9,Yangon
737-88-5876,A,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,2019-03-19,11:52,Credit card,5.9,Yangon
154-87-7367,C,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15,14:04,Ewallet,6.3,Naypyitaw
885-56-0389,C,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,17:49,Cash,4.0,Naypyitaw
608-05-3804,B,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2019-02-25,20:19,Cash,6.1,Mandalay
448-61-3783,A,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,2019-03-21,16:08,Credit card,4.5,Yangon
761-49-0439,B,Member,Female,Electronic accessories,12.1,8,4.84,101.64,2019-01-19,10:17,Ewallet,8.6,Mandalay
